gender,age,age_o,samerace,pref_o_shared_interests,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,like
-1.0035482074815023,0.3082396654637059,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,1.299317919273152,0.3715725337207513,-0.050935599113135784,0.4841279060195676,-2.0223647155325772,-1.1403708172559477,0.6280024998872866,0.42565118173933286,-0.5960589646367148,-0.5718954103829006,-1.4344183981506107,-0.19098300315143943,0.3993032075709028,0.3313519722315721,0.8091152321225789,0.6600046374119121,0.16560830049286554,0.3947838931932753
-1.0035482074815023,-1.2853193813723682,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,2.631818066349227,-2.7333054961859307,-3.8523749689762274,3.5461080450220677,-2.0223647155325772,-2.0455515820055368,1.4765026701442052,0.42565118173933286,0.8258632738154125,1.5655198148720517,0.7213103257596907,0.35293506056835305,0.3993032075709028,1.9064040018670734,0.23181438992405176,0.05402962932104967,-0.3154641008574739,1.0165374708109463
-1.0035482074815023,-1.2853193813723682,-1.6474467236592978,1.1933799459844974,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,-0.06569234618227054,0.07944429563552122,-0.20532595959628652,0.15019459125540993,0.46085001155631466,0.04579502217220148,-2.0516700340771292,-1.0184063561588852,0.06489421773300709,-0.5718954103829006,-2.0024967917002026,2.1237700355341027,1.857924047237031,1.9064040018670734,2.0599551464435115,1.9602676591768817,2.166289206082854,2.370307692452769
-1.0035482074815023,-0.9405420071170084,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,0.9404544471094827,-1.8948060060222942,-0.8423635619048147,3.5461080450220677,-1.0332920740415488,-1.1403708172559477,1.4765026701442052,0.42565118173933286,0.8258632738154125,0.41544952537124785,0.7213103257596907,0.35293506056835305,0.3993032075709028,1.0889676728711968,0.8091152321225789,1.2959977770675202,1.1522765279317035,0.3947838931932753
-1.0035482074815023,-0.6098411827678127,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,0.9404544471094827,-1.1155068087157702,-0.050935599113135784,-1.2720535843746665,-0.1793659744174503,1.3528912940885318,-0.15118276907957842,-1.0184063561588852,-0.5960589646367148,0.41544952537124785,0.7213103257596907,0.921183606008821,-0.24191349663879808,1.0889676728711968,-0.3108300731565725,1.2959977770675202,0.6551698792628997,1.0165374708109463
-1.0035482074815023,-0.2921124352363017,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,2.1674229232853404,-2.7333054961859307,1.4119152951393594,-1.2720535843746665,-2.0223647155325772,-0.2878240787222397,-0.8591106526119109,-1.5152117136929284,0.06489421773300709,-0.5718954103829006,-1.0298402492509626,0.35293506056835305,-0.24191349663879808,0.3313519722315721,0.8091152321225789,0.05402962932104967,0.6551698792628997,0.3947838931932753
-1.0035482074815023,1.1327858385230412,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,1.299317919273152,-0.3631584525794427,0.6970857329748108,-1.2720535843746665,-1.0332920740415488,-0.2878240787222397,-0.15118276907957842,-1.0184063561588852,-1.1601004918391926,-0.5718954103829006,-1.756898208707513,-1.6512355311419655,-0.8225124633659371,-0.36490225802812054,-0.8163857351567637,0.6600046374119121,0.6551698792628997,-2.057684386427833
-1.0035482074815023,0.3082396654637059,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,1.1611821321230653,-0.9632951972980367,-1.518316387039293,-1.0847322108457076,-0.01647529459802157,1.6743736523513262,-0.8591106526119109,-0.37767406001220233,-1.1601004918391926,-0.5718954103829006,0.7213103257596907,-0.19098300315143943,-0.24191349663879808,-1.565943576160907,-0.3108300731565725,0.6600046374119121,0.16560830049286554,0.3947838931932753
-1.0035482074815023,0.5925160351469654,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,2.1674229232853404,-2.7333054961859307,0.6970857329748108,-1.2720535843746665,-2.0223647155325772,0.5404955779944512,2.3926260108031134,-1.5152117136929284,1.6897081875332984,1.5655198148720517,1.4973457461874726,0.35293506056835305,-0.24191349663879808,0.3313519722315721,0.8091152321225789,0.6600046374119121,1.6561839261989584,-0.18744471228239298
-1.0035482074815023,-0.6098411827678127,-1.6474467236592978,-0.8379560955124266,-0.5426913287689922,0.3761227308525052,-0.04523909215736305,-0.36159143352480616,0.6101620314370123,0.5550872418454592,4.009426747580797,-2.7333054961859307,-3.8523749689762274,-3.5044756880788026,-2.0223647155325772,-2.0455515820055368,-0.15118276907957842,-1.0184063561588852,1.6897081875332984,1.5655198148720517,1.4973457461874726,-0.19098300315143943,-0.8225124633659371,-0.9980244271035313,-0.3108300731565725,-0.5198517061996887,0.16560830049286554,-0.18744471228239298
